4.684539196765744595e-01,6.755230385455704978e-01,3.921293765372457774e-01,6.172786609727279883e-01,3.492056515858268373e-01,2.850013875006425224e-01,8.900117346015314901e-01,5.794846484832921751e-01,5.651372952986167819e-01,1.785197686665983552e-01
5.275272095055283383e-01,5.181580410244134294e-01,8.551944964775398672e-01,6.284940683813800000e-03,2.979464753352425443e-01,9.390275987824175941e-01,7.322387421382807737e-01,5.856445145299267185e-01,7.974931649120784449e-01,3.858679772163295940e-01
3.790764363000734827e-01,4.407737074175666070e-02,9.744750972491067476e-02,5.031844026463044850e-01,5.776524265484122012e-01,2.617401767248358491e-01,6.559040801847716429e-01,4.868353076276576985e-02,1.888824211912506490e-01,1.008037738424049090e-01
3.614284680222590307e-01,4.764445036117771481e-01,4.488431283096173674e-01,5.210735363411751475e-01,4.588051658463320193e-01,3.467408347985834194e-02,5.109967264103645324e-01,5.695626278526370045e-01,3.082438649683101328e-01,3.598521929395361862e-01
9.499566380302616464e-01,8.942361459442342841e-01,9.586056859756432180e-01,8.067843388273110428e-01,7.507335802436500005e-01,1.800859598674778850e-01,8.035409505882764591e-01,3.177824600394001386e-01,5.830266032966069378e-01,3.423155055119661005e-01
1.522181088112223302e-01,9.478933187997462539e-02,6.933925034952911348e-01,6.820083860788448415e-01,5.413060301098576721e-01,8.761155617755271852e-01,2.306222487435535262e-01,3.708382693938898633e-01,2.533970633765963987e-01,8.196643645243698595e-01
1.004260596116890447e-02,8.693854326522278964e-01,7.000543709084325883e-01,8.165896775331248358e-01,3.563209025824048970e-01,9.189840104939078769e-01,6.424588295827158291e-01,2.577645206265917199e-01,8.869931780579826119e-01,6.133179321137767204e-01
8.721695725541568356e-01,3.208856767886483219e-01,9.976049565783604578e-01,5.523087187112594165e-01,5.760193121150694040e-01,7.847347311055149488e-01,7.141887672747091464e-01,8.458602685098917107e-01,4.233487293533841900e-01,5.360087279870723309e-01
5.919778422033162846e-01,6.111105216957235520e-03,7.737216241183950682e-01,2.728378337301751166e-01,6.588841381787415852e-01,3.287755815212366484e-01,8.382524265325819179e-03,8.780584777333987345e-01,6.126517849169210717e-02,9.226174533538790135e-01
7.681049117233942347e-01,7.271371838017496314e-01,1.228942343438094165e-01,3.875239349205736872e-01,6.640702339041292257e-01,8.696625068520449364e-01,4.484137803846979242e-01,3.679677722517409322e-01,3.854866009606726651e-01,8.545251091195763538e-01
9.465640517027060774e-01,2.314429463758292949e-01,9.953802196677479230e-01,2.101223314145475030e-01,5.162332052692815143e-01,6.990535473332983862e-01,8.172398334524224595e-01,9.009968733947334441e-01,3.012045378204613044e-01,3.067770009184604962e-01
4.099474253314479011e-01,2.638884698179535526e-01,9.559425136369960052e-01,5.742936906538209652e-02,4.184409544489525734e-01,9.424822774464685082e-01,5.422711515351819056e-02,3.950701017353576150e-01,8.005690020053176648e-01,2.916710969177339630e-01
6.728529715461967209e-01,9.038267348938580081e-01,5.232040251842862144e-02,1.715248603203317623e-01,4.068963159841499921e-01,2.477343891509428131e-01,8.980044297534389708e-01,3.735578518100493017e-01,1.216253065316694748e-01,2.275187317667415332e-01
5.307938980968970322e-01,1.171482520101492231e-01,3.967181860833395302e-01,6.978478603957491977e-01,1.087034483083821890e-01,4.813081464343870186e-01,1.098806258175821782e-01,5.933759005714736023e-01,5.529666376470732114e-02,6.327647722568430222e-02
3.395236759322157738e-01,6.395907293689081508e-01,9.013477890156318395e-02,7.305779529682400186e-01,3.079666766595101635e-03,5.775790742682280765e-01,1.858965113177062367e-01,3.739235972808844233e-01,2.473695502397369461e-01,1.928267361480701103e-01
1.005108165531378717e-01,5.947906987408707602e-01,2.129246093824599395e-01,5.461635411617705715e-01,9.145693683150778464e-01,1.559169577965291431e-02,7.493969286425167242e-01,3.148767231428217794e-02,2.493682319110863688e-01,4.915494837484724044e-01
7.025269342272176809e-01,3.209103919860726295e-01,9.039749025193729581e-01,7.958449866656923666e-01,8.497466558059429964e-01,5.973260454387979701e-01,3.425020687677604592e-02,9.523308579801594842e-01,5.514394272834364230e-01,5.074044496054619380e-01
9.449574853692936927e-01,7.395864468235735512e-02,9.878478053163897155e-02,2.614854937117808698e-01,1.354694392752707754e-01,9.058283256656896043e-02,8.244712260634160517e-01,2.346507879244756900e-01,8.564391141619767112e-01,3.424919094821610166e-02
4.941559816164095009e-01,6.514770859377706502e-01,5.598421193390492601e-01,8.374504019385052844e-01,3.292854896007124665e-02,8.853938002331152024e-02,9.687720046259986617e-01,9.699952540639608101e-01,1.977846199746462474e-01,8.756039949215354001e-01
5.105548744207982770e-01,4.323579757676389024e-01,3.924350050733745876e-01,4.208745550500044841e-01,7.288484898691058866e-01,3.717288460843100051e-01,3.863996886792523400e-01,8.193763502596874693e-01,9.102467435867801493e-01,1.069928812867114720e-01
1.886785458197295373e-01,4.834062335624966789e-01,2.100258263800715008e-01,8.176958877592130914e-01,1.791775376529367581e-01,9.558771100090713846e-01,9.322249844521608431e-01,5.181875200323469155e-01,7.693845648050052777e-01,2.473518269401310254e-01
9.099067035130489201e-01,7.361254235933278878e-01,5.510028102305063458e-01,4.570597030867118438e-02,3.422240109654521856e-01,2.444289019446895805e-01,6.758684673047560265e-01,8.389246343452081422e-01,4.178903561086475538e-01,8.981762031336187890e-01
4.277829891491757852e-02,7.242236645887252244e-01,9.483165394134827064e-01,9.725732319978207530e-01,9.846730068709208528e-01,1.934017441164099793e-01,1.195456063665766289e-01,2.359480932285997756e-01,3.987700417353662319e-01,9.535101914685966129e-01
