3.979939963263033897e-01,1.063530895221058703e-01,3.876544705307871652e-02
9.178435997542611080e-01,2.576988121476982974e-01,7.951604035762879219e-01
7.804312517149899486e-01,5.019075981946335974e-01,7.911014963848723713e-01
1.862952490313963816e-01,9.826445838808105515e-01,2.598245150579379104e-01
2.904293935824515671e-01,6.857604169256509286e-01,7.663317287447569681e-01
7.859148256385221076e-01,1.236142794851224913e-02,9.086988221903041785e-01
9.717150299037921046e-01,1.069008659781657267e-01,2.508794082097691724e-01
7.962175266459707856e-01,8.416253116586096539e-01,9.957806648617384404e-02
3.276865015518978241e-01,1.351110078976305306e-01,5.910991362558959406e-01
2.764374889051236517e-01,2.112021995914430406e-01,7.953672515804998122e-01
5.293393230131577809e-01,4.040641454467642779e-01,4.288097619386914694e-01
6.527035136564129925e-01,3.013441336768326595e-01,9.982005810139871205e-02
2.886031931703464393e-01,1.626710446978545388e-01,6.752935964768812527e-01
3.838719684515198294e-01,8.570031060421003932e-01,1.756026543416689956e-01
2.540086888213355376e-02,3.045127969834383608e-01,9.645869597356391267e-01
8.706458685190385793e-01,6.579778961656861380e-01,7.760397197421436966e-01
9.502679143180668975e-01,2.644326637435279181e-01,8.415238432724303497e-01
8.308567699390634331e-02,5.934068127665951264e-01,2.577971112921462193e-01
9.201359685468923910e-01,6.294463497199549451e-01,5.185474796366780215e-01
6.603446405401303121e-02,5.096286124431688158e-01,6.385283259654292998e-01
9.444044255569328250e-01,2.006846001137347901e-01,6.149647580499774113e-01
3.564983833764358012e-01,7.270848520710804230e-02,4.135196764952938642e-01
9.319572020096176246e-01,4.767384214125822695e-01,3.652482597215442883e-01
2.330498241824999761e-01,8.982598395943897085e-02,1.301168630720859198e-01
6.028472618906639546e-01,6.385767218141473744e-01,3.019988345482194081e-02
9.508971486145889607e-01,4.336512349350248874e-01,6.396629956837716069e-01
8.076370275429572976e-01,2.478771543616409279e-02,6.458501053421961124e-01
5.276755590167337973e-01,2.841980863358524179e-01,1.794056101878857001e-01
3.836317650805145529e-01,7.822776055329524469e-01,1.161562622077894069e-03
4.109991303572707588e-01,9.163722823980847698e-01,7.036936170063877727e-01
9.836125864446242373e-01,5.008446127205875564e-01,8.247047188928582351e-01
7.933670300106693274e-01,4.693161883913948840e-01,8.562388150089790262e-01
8.476673474696267974e-01,2.179620350681109597e-01,1.196328800914681079e-02
9.125846654799166791e-01,7.556583964628892369e-01,3.342947901779558251e-02
7.250836541440265348e-01,4.034699205922600562e-01,7.054208101072025894e-01
5.197867872024081182e-01,6.008830427173325051e-01,2.451427367084789699e-01
9.212264758401172982e-01,8.758992228215580766e-01,3.087954260579444110e-01
9.235752141047479657e-01,9.194165519712333978e-01,5.881349011996743759e-01
9.335843446178917482e-01,1.743569248740947097e-01,5.930016379722814479e-01
7.079046981920187331e-01,3.641735299649886404e-01,1.525477950212698053e-01
9.089567072869561004e-01,8.245928013437489046e-01,9.320228468386526632e-02
4.532685136881782206e-01,3.179464282431150313e-01,3.980996026916827635e-01
8.231228379820020313e-01,9.242726953786889466e-01,8.799613092923529445e-01
1.848006506909557478e-01,6.152661392868818968e-01,6.743308348037323485e-01
5.513775389417441275e-03,4.169324274226074989e-01,1.008361589788364654e-02
8.631882528007496225e-01,3.703219114862632555e-01,4.396508461074263296e-01
8.167207403833491863e-01,4.808428667103004095e-01,3.179588298172552063e-01
7.722162762445647921e-01,6.608522326702629401e-01,1.800759799644746639e-01
2.921937733036686913e-01,5.617172179817172539e-01,2.213325697699485284e-01
4.777951818352701441e-01,7.948649415424779985e-02,4.273085674804764089e-01
