1.676607016854523291e-01,1.019483364479037979e-01,7.291386842344105279e-02,1.100090667860476046e-02,7.859288441693293992e-01,5.072228507316478563e-03,8.800273105802669527e-01,5.082297452610923250e-01,2.697441193093610412e-01,6.213954955611376008e-01
4.356916230657763567e-01,8.024389041728270389e-01,9.688006241313020794e-01,7.530663597520828034e-01,8.547228901241291643e-01,2.079102351234712875e-01,2.208572173892014989e-01,4.985779809318043876e-01,1.938011515333882828e-01,7.353864991535549178e-01
1.474538716501095914e-01,8.471295540696244242e-02,9.297295901678316321e-01,8.413466087370180535e-01,5.981210575426421094e-02,7.175629781892800541e-02,4.508517155472475668e-01,6.092231562822947311e-01,1.215869999733720785e-01,3.181827153461004309e-01
5.100914674084299216e-01,1.100062319227793628e-01,1.439750288523433674e-02,9.233451139384734052e-01,5.965787222209187890e-01,9.415146301469781154e-01,3.670235307143960846e-01,6.085419425137370553e-01,4.368726369743737292e-01,9.742477157165272406e-01
7.293962807396634496e-01,7.020793753347563948e-01,1.470725309638842848e-01,8.452163539219709198e-01,7.742447455461191064e-01,7.764829036932446860e-01,7.432373255000436219e-01,4.770249767554707310e-01,8.594410785403062691e-01,4.210331649328085124e-01
7.146263282408460427e-02,5.683235567680390288e-01,5.745450625561911995e-01,9.308496412317457391e-02,2.280713431640426503e-01,5.700432159293884471e-01,7.102990406791904743e-01,9.658769061927849897e-01,1.693033769424677759e-01,2.174391876532622003e-01
9.997099515011775850e-02,4.366096810194514122e-01,6.797823417730294304e-01,6.170184581267224022e-02,1.319785977826830603e-01,3.966912737961368896e-01,7.062271962728858821e-01,3.017294873948170864e-01,4.538853446496128319e-01,6.713158019228927520e-01
9.477680940144450616e-03,5.153495055048180618e-01,7.703681096313599319e-01,7.407176323866052625e-01,2.560516370631759075e-01,8.427397982987425706e-01,5.108764572666676385e-01,2.718766418550613295e-01,9.503018586832833181e-01,8.489054185495116256e-01
2.527519751549893723e-01,6.601173572838836545e-02,8.493215915214891165e-01,6.185408317633248609e-01,4.913148250480182666e-01,2.346671642067438279e-01,4.946737327453067934e-01,9.726424425813079422e-01,8.115280825697175349e-01,6.182605156123955892e-01
8.067595630682724561e-01,2.199279498662191079e-01,8.247569230440457977e-01,1.813001280123602843e-01,2.105493260928635868e-01,1.574732536065390764e-01,3.767939172613723464e-01,9.460482552390225841e-01,8.724534394469181109e-01,9.385362001850472424e-03
7.046490780410344934e-01,3.025543921642195322e-01,9.852661405177043363e-03,9.711204230549780325e-01,3.524921498660110730e-01,3.937134098702429474e-01,4.136951110923078323e-01,9.916859949099853244e-01,2.792198231244554796e-01,2.322826551417807028e-01
6.717677271176519804e-01,8.499910754722358464e-01,9.188648173721947199e-01,5.043442330499559034e-02,9.529439055420413363e-01,6.267198066301853387e-01,9.996676550164461661e-01,7.519271091521464445e-01,3.993636108056473066e-01,3.729116392781376410e-01
1.707074923410261125e-01,2.380537263758305544e-01,1.614321848171224039e-01,2.776520563600016756e-01,8.113335406766023494e-01,5.864812918400862385e-01,1.045677303907571742e-01,1.465056961531808755e-01,6.046401401129304354e-01,8.522416637065901579e-01
6.448952254230856385e-01,2.740036386313149386e-01,6.672687734201446785e-01,9.809559973205234096e-01,3.333999086780133903e-01,3.665646054642400786e-01,9.198972936984530779e-01,1.521890849840512594e-02,3.651674646144401626e-01,2.740801500279598235e-01
6.251096554670354521e-01,3.182357917976180728e-01,5.969538204150209859e-01,2.504787395035309450e-01,1.494880328283272330e-01,9.864196983522877105e-02,5.944741418042095438e-01,3.846121380634311970e-01,5.982473661705328682e-01,4.530168250678454633e-01
1.344375644756268251e-01,2.297997744319224545e-01,6.650884927886052678e-01,8.396051020856230007e-01,3.403539184441974896e-01,4.828026691659245140e-01,2.247638922147284779e-01,3.863301128276847018e-01,2.215466829894208178e-01,2.239934962062056778e-01
1.675789478306090041e-01,8.464010459178672452e-01,4.838896612873243575e-01,8.960970909104726267e-02,7.346623795689688485e-01,6.821326118922858006e-01,5.997564962437218483e-02,2.142436144186932179e-01,6.115704773482157908e-01,4.770829466018980947e-01
2.886927022004517340e-01,2.023155849102054038e-02,9.174050003515372698e-01,6.451149215663313230e-01,2.753468567598136296e-01,2.120804320433008483e-01,9.152181008976566501e-01,3.220697657300314320e-01,6.504155697680151782e-01,3.359813091826985287e-01
7.925569177987759062e-01,4.855898056627399040e-01,1.864765201164009234e-02,5.793817273866571638e-01,7.986321295797987885e-01,4.872447375026592864e-01,2.902747942531713754e-02,1.016067246481167086e-02,7.909973496624070899e-01,5.010528746271448730e-01
7.903134042203771026e-01,6.220399603459473292e-01,7.522674139545197924e-01,1.706991477857876527e-01,6.539226232598972510e-01,7.255139178371159403e-01,5.334715594439642938e-02,5.701948205348882359e-01,3.185897441102707450e-01,5.715694426229422920e-01
9.769211709871149507e-01,8.505718097140702039e-02,6.982411495719279548e-01,1.968177272814338741e-01,1.134416061652909757e-02,8.653039875843738793e-01,7.683082431496763842e-01,2.307865260710408872e-01,9.339135907787823321e-01,2.047130634638578695e-01
3.210660058103251835e-01,2.137106788049514261e-02,4.377787427475177129e-01,4.447917749992484904e-01,6.654839071204315948e-01,5.073682916465026560e-01,8.972369622026920011e-01,4.096565545414868614e-01,9.816846046297779127e-01,9.705558469125811216e-01
9.093516174191419443e-01,8.906301377188581281e-01,4.312811845154513879e-01,4.503673491833581899e-02,9.186091347165716847e-01,7.949765376135540240e-01,3.829122745488846569e-01,2.254959314769081624e-01,1.603593026919344355e-01,3.500165312047076593e-02
